stemming,genre
kisah awal pesta tunang hidayat irawani rr sumiati cerita irawani irawan rd endang sunarti sofia waldy orangtuanya susah payah jalan hidup irawan pergi betawi cari kerja tinggal anak istri irawan lupa hasil rm sunarno ayah sunarti alias istri dewasa irawani nyanyi tari gila irawan istri baru usir irawan rumah irawan emis kali jakarta,Drama
ayla gadis sma kelas 3 nikmat remaja kisah cinta ando vokalis band rock kejut pilot muda nama arsen aku suami,Drama
film cerita hidup tokoh utama khairul azzam mahasiswa indonesia tuntut ilmu universitas al azhar kairo cerita inspirasi pandang kerja keras sang tokoh tuntut ilmu juang hidup adik adik kampung cerita bimbing pandang usaha juang khairul azzam temu jodoh teguh pedoman ajar agama,Romantis
pasang kuat milik mewah kualitas tyo lukman sardi sutradara film sukses istri tania dian sastrowardoyo manajer usaha uang gengsi karier jalur abdi karir milik anak perempuan umur 5 tyo pingsan set film lari rumah sakit diagnosis hepatitis tania ambil cuti kerja timbang promosi coba sulap tuntut kerja rawat anak tyo rumah sakit coba tania ambruk lelah sebab teman kamar tyo rumah sakit 247 tyo tania habis kualitas milik rahasia pasang muncul rekan kerja atas nikah tyo tania ubah perang habis habis,Romantis
pupus film cerita juang cinta pupus cindy donita gadis lampung mahasiswa universitas trisakti jalan kuliah cindy jalan ospek tugas senior cari senior milik tanggal ulang dengan cindy bingung kenal senior ancam hukum senior cindy kalang kabut akal cindy data mahasiswa urus administrasi pustaka cari nama milik tanggal ulang panji marcell chandrawinata sayang panji angkuh suka raya ulang cindy putar otak hukum cindy mandi sungai panji dewa selamat polos cantik cindy lampung cindy hati hati pria pria jakarta cindy usaha mandiri takut ingat tipu pria cindy cantik hati milik gemar jelma bunga harum rubung lebah kumbang sekian pria dekat bayang panji hantu cindy panji perhati peduli cindy nyaman panji sayang panji tinggal cindy cindy puncak bahagia panji panas manasi cindy perempuan cindy panji misteri cindy siksa penasaran cinta cengkeram belah tangan sahabat sahabat saran cindy lupa panji terima puguh pacar puguh hati luluh hati cindy cindy terima cinta puguh cindy jalan puguh panji sinkronisasi cindy penasaran cinta pupus cindy kejar panji,Romantis
usaha muda potret kali kali potret gadis gadis model perkosa kirim jawa gadis lolos bentuk satu nama srigala srigala betina niat balas dendam giat kelompok cium wajib kelompok perempuan mengobrak abrik sindikat usaha kotor paksa tangkap situasi aman usaha muda pindah usaha palembang berkat bantu tekab pacar pimpin kelompok betina sindikat kotor hasil tumpas,Laga
semangat penuh balas dendam ikut buru tubuh cari mayat hilang jakarta indonesia,Laga
tim sepak bola milik beda ego menang turnamen sepak bola tanah internasional selamat hidup,Laga
angel donita percaya cinta sejati hendra ajun perwira laki laki pilih baik angel khayal kelak hubung kasih,Drama
film cerita main sepakbola indonesia nasional dunia nyata,Komedi
moga bunda sayang allah cerita karang fedi nuril cinta anak anak cinta wujud taman baca diri taman baca karang milik anak asuh dengan kintan karang ajak anak asuh wisata udara kapal laut bencana kapal laut naik balik badai karang gagal selamat anak asuh kintan peristiwa bekas benak karang mimpi buruk bagi peristiwa karang asing pulau letak ibukota alami depresi malam mimpi buruk ganggu tidur minum alkohol ungsi hubung dokter nama kinasih shandy aulia putus,Drama
topan vino g bastian jahit hilang istri hilang toko jahit hilang anak keluar sekolah biaya,Drama
jakarta maghrib film omnibus angkat peristiwa nyata alami warga kota jakarta maghrib,Drama
karier paranormal buru hantu acara realitas palsu tiga cundang palsu terima undang temu sapa ramah desa,Komedi
rumah tangga ganda zainal abidin ida sumah anak ari hudi prayogo sarjana calon istri nama mia zarina mir datang ira nike ardilla titip ayah karna pitrajaya burnama sahabat ganda tinggal rumah tangga pergi singapura ari anggap ira adik mia hadir ira anggap ancam langsung nasib ari mia bujuk kakak leo james sahertian gaet ira usaha perkosa hasil gagal ari ari jatuh cinta ira perkem bangan hubung anak ganda tuju ganggu bisnis ayah mia brata muni cader,Romantis
pingkan velove vexia dosen muda universitas sastra jepang indonesia sempat ajar jepang sarwono adipati dolken sedih dengar kabar tinggal pingkan,Drama
miko cowok canggung coba stand comedy lupa kasih putri panggung miko cerita barang barang tinggal 21 mantan kasih simpan kardus iring cerita barang barang miko ajar cinta,Komedi
delapan agen rahasia tugas samar komedian tunggal rangka cari komedian hubung jahat ulung nama king milik kasino judi spektakuler asia,Laga
gara gara rapat usaha andrean ryan hidayat libur istri inneke koesherawati anak niken gara gara libat cinta kilat alexandra ayu azhari teliti main tradisional kembang usaha andrean andrean sadar main tengkar tenaga henti hubung alexandra sungguh sungguh milik ilmu hitam punya pakai ganggu andrean mimpi mimpi andrean ajar mistik buku buku puncak ganggu istri anak andrean andrean bunuh kali pakai ilmu hitam pakai pisau andrean hasil bantu istri,Horor
bayu jatuh cinta gadis putus bentuk band populer pacar gadis bentuk band teman nama yowis ben muncul yowis ben populer,Komedi
asih sally marcellina perkosa pemuda peristiwa kecuali asih orang tua asih informasi pribadi simpan asih kawin lelaki tua asih perawan asih cerai suami peristiwa asih malu bunuh wafat asih orangtuanya hubung dukun bangkit arwah asih tuju balas dendam perkosa pemuda perkosa asih mati kyaidan murid pandu teddy frangi sulur usaha sempurna wafat asih roh gentayang usaha hasil jatuh korban,Horor
pria wajah hantu buat gadis sumpah temu bunuh bunuh ayah curi pedang harga kuil desa,Laga
film patriot kopassus cerita misi selamat gerilya tim bunglon pimpin kolonel bayu rizki hanggono 4 anggota jalan tugas negara pasu khusus tni tugas bebas warga desa mapu sandera gerombol mafia narkoba pimpin panglima timur peran aqi alexa tim bunglon pimpin kolonel bayu rizki hanggono 4 anggotnya operasi senyap startegi perang senyap mati samar baur alam panggil anggota tim tentara nama sandi code name komunikasi anggota jalan misi cerita tajuk nasionalisme patriotisme humanis romantis haru korban tentara nasional indonesia jalan tugas negara satu republik indonesia anggota tni tugas pegang prinsip pulang nama gagal tugas,Laga
abi raffi ahmad budak korporat istri maya dinda kanya dewi wanita karir super ambisius selingkuh bos abi ken zizan razak meni baby nagita slavina anak produsen wig nomor indonesia ken abi sengaja temu adil agama urus cerai sidang cerai lelah ken abi nongkrong warung kopi samping gedung adil titik rendah hidup milik warung abai anggap sahabat ken abi erat cari kasih hambat hadap,Komedi
film indonesia bicara mati sri rina ariyanti gadis desa pantai sunting bangsawan tua hendro rmt ronosuripto angkat miskin derajat tari istana habis habis abdi suami judi minum perhati istri anak sri jalan bisnis batik rumah tangga keluarga hidup layak abdi habis habis sri dewa maut sardono w sumo cabut nyawa hendro kapar sakit tidur sri cari jalan tahan cabut nyawa cari dukun sembuh suami habis alas film sutradara tampil nilai nilai perempuan pria jawa hidup hari,Romantis
dika keluarga pindah rumah alas dika senang iring jalan asa rumah baru baik temu gebetannya sma sekian,Komedi
vano andhika pratama tia poppy sovia desi debby kristy temu rekan kuliah tia laki laki protektif desi asal rumah tangga beranta derita leukemia vano samping dua jatuh cinta desi desi tia cinta vano desi tia sepakat vano satu rekan desi jalan argumen kambuh sakit desi jalan ungkap niat atur jalan desi,Laga
siswi sma tarung terkadang harfiah perhati cowok cinta,Komedi
taman lubang buaya kenal angker pilih lokasi vlogging rencana sisi hilang panggil roh jahat kenal media sosial sisi lolos,Horor
mae nirina zubir teman teman obsesi orang impi anak anak muda frustrasi habis gubuk tepi sungai,Komedi
nania velove vexia temu rafli deva mahenra kerja praktik lapang usaha kembang rumah rafli bimbing mahasiswi arsitektur rafli laku nania khusus nania kasar buruh bangun aduk air mani plester dinding kerja kerja kejam nania kenal rafli rafli,Laga
mayang jenny rachman putri tunggal usaha kaya perhati kenal krishna herman fani nenek tua marlia hardi hidup sang nenek rindu hadir sang cucu tinggal anak anak sekolah amerika serikat berkat tipu muslihat bibi riri rima melati mayang jadi cucu tinggal mayang belat belit keluarga sang cucu rindu nenek mati bunuh paksa pisah suami biseksual sang nenek samar mayang sekongkol bahagia anak cucu kasihan mayang hilang,Drama
ahmad reza rahadian sosok pemuda kerja keras rajin mudah gaul libido tatkala perhati lawan jenis supir taksi puja wanita sungguh ahmad tunang raya rosnita putri gadis cantik hati begajulan sayang ahmad tolak cinta raya cari gadis kerja seks komersial nama kinar ratu felisha kinar terima cinta ahmad tantang ahmad bukti cinta kinar suruh raya hati ahmad cemburu sarah peran smitha anjani sarah diri ahmad tolak raya kinar ambisi jodoh ahmad raya,Romantis
kumbang adipati dolken anak nakal sekolah hukum kepala sekolah tugas olive tatjana saphira bantu ubah oleh nilai bagus,Romantis
sukses tuyul sebab film laku suasana lucu eksploitir tampil grup lawak bagio dkk tambah titiek puspa lisa tanzil nyanyi sol soleh derita kesasar masuk gua penuh patung patung dengar suara patung tuyul tuyul soleh bawa pulang jadi tuyul sungguh darto tuyul kampung dadak soleh kaya operasi curi darto kawan patung jadi tuyul bagio alias tuyul jetset operasi hasil bagio kawan perempuan soleh gua ambil patung muncul tuyul puspa kacau tuyul senang senang kerja darto bagio kutuk patung patung darto buang rumput temu diran layan diran patung bagio taruh toko dagang mebel wan abud tuyul temu liza gadis cilik pamer special effect maksimal liza setir mobil liza pisah tuyul tuyul diran cerita diran soleh kembali tuyul diran soleh gilir kutuk tuyul,Horor
film angkat kisah nyata pimpin buruh indonesia culik siksa bunuh juang jawa timur 1993 kasus pecah,Drama
gulat wanita putus gulat ibu mantan gulat gulat hasil uang saudara laki laki jalan operasi,Laga
propaganda halus rencana keluarga desa semangka buka pencil berkat bangun jembatan desa guru rais idealis jadi anak desa maju sekolah bidan sadiah rencana keluarga tukang obat potret keliling lacur tokoh warna kocak kisah film tentang rencana rais sadiah said tani tembakau desa perlahan lahan said sadar dukung rencana sadiah rais,Drama
ibu tinggal saudara kandung kenal dara bawa ayah timur flores kota tepi laut bangun hotel butik indah lanjut impi,Drama
rasty teman smitha debby marchel harry dhana coba video klip milik rasty stasiun kereta api meng edit video kilas tampak aneh rasty stasiun kereta film dokumenter horor jual stasiun tv coba film dokumenter stasiun teror teror tampak temu renggut korban teman teman rasty feli sarah gadis profesi fotografer telpon polisi kalo teman rasty temu kondisi pingsan luka kujur tubuh rawat rumah sakit kutuk teror rasty rumah sakit teror feli sarah hantu pulang jenguk rasty feli sarah coba bicara paranormal jadi aneh stasiun rasty video klip angker gadis perawan perkosa bunuh salah gerbong kereta stasiun teror ambil sobek kain kafan gadis perawan tinggal sobek bakar bantu fikri polisi feli sarah berangkat cari kain kafan perawan bakar gerbong angker teror hantu stasiun sarah rasuk hantu,Horor
ken arok besar dunia hitam lembong letak kubur bayi tingkah laku ken arok usir eksistensi bango samparan ini saudara istri samparan ken arok desak kirim upeti raja buron kelana temu pendeta loh gawe ilmu pimpin akuwu tumapel tunggul ametung hasil culik ken dedes jadi isteri jasa loh gawe ken arok terima prajurit tumapel jalan karier istana ken arok pandang ken dedes langsung jatuh cinta niat buruk bunuh tunggul ametung muncul pikir loh gawe tuju niat ken arok restu ayah angkat bango samparan mes keris empu gandring kecewa pesan keris kunjung selesai ken arok marah bunuh empu gandring keris pes tinggal gandring kutuk ken arok mati keris istana ken arok titip keris kebo ijo perwira sombong suka pamer keris milik malam ken arok curi keris kebo ijo bunuh tunggul ametung rakyat tumapel gempar tuduh kebo ijo bunuh niat ken arok awin ken dedes capai ganti duduk tunggul ametung kembang raja ken arok hindar kutu empu gandring,Romantis
latar 1930 narasi balada sang harimau tjampa kisah pemuda lukman usaha balas dendam bunuh ayah ajar pencak silat,Drama
kelompok anak anak sepakat jajah rumah kosong menang kontes tunjuk realitas harus bukti kisah kisah jahat kuntilanak nyata temu hantu nyata muncul cermin hantu,Horor
rampok senang tebar teror jarah tanam padi ancam bakteri leptospirosis tani terkadang takut muncul mitos tikus pelihara tukijo salah korban aksi tikus tani gera basmi tikus tikus tetap tikus musuh abadi tani,Laga
kisah cinta sharifah jaka liku takdir mudah kencan pacar jaka usul sharifah meni kisah cinta temu jalan hidup cinta bentuk rumah tangga keluarga tentara milik dinamika sharifah ajar tahan rindu kali jaka tugas pantai sejuba dekorasi batu batu indah tunggu matahari besok sharifah tunggu kembali kasih,Romantis
alami musibah buruk pulau pengantin wanita putus tenang pantai phuket thailand sahabat kampus kunjung niat bujuk indonesia,Horor
film cerita kelompok kadet heroik gerilya pulau jawa 1947 pecah rahasia rahasia konflik tajam pribadi kelas sosial agama empat lelaki muda satu lancar serang nekat kamp tawan milik belanda selamat perempuan cinta kadet hubung kantor pusat jendral sudirman mana tugas rahasia garis musuh jawa barat serang gaya komando lapang udara vital janji lawan berontak lawan zalim jendral van mook agustus 1947 tembus hutan temu kelompok separatis islam sekutu potensi khianat mata mata kolonial pangkat sekutu orang orang sipil jalan musuh tanggung intelijen belanda kepung musuh pahlawan satu percaya juang capai tuju merdeka,Laga
